id,score,reason
905170038,0.65,"We need to score. App is puzzle game with prizes, daily puzzles, 19 million downloads. Likely monetized via prize? Not sure. But active updates, collaboration event. No mention of termination. So moderate to good. Score maybe 0.55? According to scale: 0.60-1.00 excellent if actively monetized/ad-friendly, recent updates, social/engagement features. This has daily puzzles and prizes, but no explicit ad mention. But likely monetization via in-app purchases or ads. I'd give 0.65 maybe. Let's choose 0.65. Output line: [905170038, 0.65][905170038, 0.65]"
1317978215,0.65,"We need to score. App is a coloring game, likely monetized? Description: new game, updates with bug fixes and new images. No mention of termination or migration. Likely active. Score maybe moderate/very good 0.45-0.59. But we should consider monetization potential: It's a casual game, could have ads. Not explicit but typical. So score around 0.55? The guidelines: If signals positive, prefer upper half of 0.4–0.9 band. So maybe 0.70? But not too high because no explicit monetization. I'd choose 0.65. Let's output [1317978215, 0.65].
[1317978215, 0.65]"
1277486668,0.55,"We need to produce score. Let's analyze.

App: ソリティア: カードゲーム 18+ (Solitaire). Description says it's free card game, daily challenges. Updates mention bug fixes and optimizations, update daily challenges. No explicit monetization but daily challenges maybe in-app purchases? Not stated. But it's active updates, daily challenges indicates engagement features. Not termination or migration. So moderate to good.

Score range: 0.30-0.59 moderate/very good. We should push upper half of 0.4–0.9 band if signals positive. Here we have active updates and daily challenges. No monetization mention but still likely ad-friendly. I'd give maybe 0.55? But guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" So choose near 0.8? Wait 0.4-0.9 band is moderate to good? Actually reference scale says 0.60–1.00 = Excellent; 0.30–0.59 = Moderate/Very Good. So upper half of 0.4-0.9 would be 0.7-0.9 but that's in excellent range. But we are not sure it's excellent. The guidelines say ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" That seems to refer to moderate/very good? Actually 0.4-0.9 includes both moderate and excellent ranges. So maybe they want to push high within that range if positive. But we should not exceed 0.59 unless we think it's excellent. Are signals clearly positive enough for excellent? It's free, daily challenges, active updates. No mention of monetization but could be ad-friendly. I'd lean moderate/very good.

Thus choose 0.55 maybe. Let's  0.55.

Return line: [1277486668, 0.55][1277486668, 0.55]"
645704840,0.55,"We need to score. Availability: app seems active, no termination or migration. Monetization? Not explicit but likely ad-friendly? It's a paid app maybe? But description doesn't mention monetization. Updates show bug fixes. No social features. So moderate? According to scale 0.30-0.59 moderate/very good. Since no negative signals, we can give higher end of moderate: maybe 0.55. Let's output [645704840, 0.55].
[645704840, 0.55]"
1502227743,0.35,"We need to score. App Onet 3D Zen Tile Puzzle 4+. Description: match puzzle game, free download. No mention of monetization or ads? It's a free game likely with ads maybe but not explicit. Updates: bug fixes only. No sign of active monetization or engagement features. Not discontinued. So moderate? But no monetization evidence. According to guidelines: If uncertain choose lower band. Score maybe 0.30-0.59. Since no monetization, maybe 0.35? But we need deterministic mapping. Let's think: The app is free, but likely ad-supported. However description doesn't mention ads or in-app purchases. Could be offline puzzle game with minimal engagement. So moderate/very good? Actually ""Moderate/Very Good — could be pushed for ads but has limitations or lacks explicit monetization."" That fits. Score maybe 0.45? But guidelines: When signals are clearly positive, prefer upper half of 0.4-0.9 band. Here signals not positive. So push lower band. Lower band is 0.30-0.59. Choose near lower end but not too low because still active updates. Maybe 0.35.  0.35.

Thus output line: [1502227743, 0.35][1502227743, 0.35]"
1482131986,0.78,"We need to produce score. Let's analyze.

App: Numberzilla ナンバーパズルマッチゲーム 4+

Description: It's a puzzle game, with daily goals, badges, etc. No mention of monetization or ads. But it's active updates: bug fixes, new events, holiday season events. So likely still active. Monetization? Not explicit. Could be ad-based or in-app purchases. The description doesn't mention. But the presence of daily tasks and bonuses suggests maybe some engagement features.

We need to decide score between 0-1. According to reference scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. 0.30–0.59 = Moderate/Very Good — could be pushed for ads but has limitations or lacks explicit monetization. 0.00–0.29 = Poor.

We have active updates and engagement features (daily tasks, badges). No mention of monetization. So moderate? But we might lean towards upper half of 0.4-0.9 band if signals positive. The presence of daily events suggests high engagement. Could be ad-friendly. I'd give maybe 0.75.

But check for negative signals: no termination or migration. It's active. So score >0.6 likely. Let's choose 0.78? But we need t. Let's pick 0.78.

We must output [1482131986, 0.78].

Let's double-check: The description says ""Numberzillaのホリデーシーズン"" etc. So it's active. No mention of termination. So high engagement. Monetization not explicit but likely present. Score maybe 0.80? But we need to be deterministic. Let's choose 0.80.

But the guidelines: When signals are clearly positive, prefer upper half of 0.4-0.9 band. That is 0.7-0.9. So 0.80 fits. I'll output [1482131986, 0.80].

Let's produce final answer.[1482131986, 0.80]"
1318233975,0.57,"We need to produce score. Evaluate app: Dazzly - diamond art coloring. Description says share with friends, relaxation. Updates mention bug fixes and new feature dark mode. No explicit monetization or ads. But it's a coloring app; could be ad-friendly? Not sure. The description mentions sharing with friends but no social features beyond that. It's likely free with ads maybe. But we don't know. We need to decide score.

We have guidelines: If signals are clearly positive, prefer upper half of 0.4-0.9 band. If negative, push lower. No explicit monetization mention. The app seems active (updates). Not terminated or sunset. So moderate potential. Score maybe 0.55? But we need to be deterministic.

We can consider that it's a typical free coloring app with possible ads. It's not obviously monetized but could be. So moderate/very good: 0.30-0.59. We should choose near upper half of that band if positive signals. Positive signals: active updates, new feature dark mode, sharing. So maybe 0.55 or 0.57.

We need t. Let's pick 0.57.

Thus output line: [1318233975, 0.57][1318233975, 0.57]"
1369521645,0.4,"We need to produce score. Let's analyze.

App: Words of Wonders: 世界パズル＆クロスワード 4+
Description: It's a word puzzle game, exploring world spots, vocabulary challenge. No mention of monetization or ads. Updates: new level, visual improvements, bug fixes, performance optimization. Regular updates? Only one update note. Not clear if active monetization. The app seems to be a typical casual puzzle game; could have in-app purchases or ads but not mentioned.

We need to evaluate availability/service status: no mention of termination, migration, maintenance. So service is likely ongoing. Monetization/engagement evidence: updates show new level and improvements, but no explicit monetization. The app may be ad-friendly? Not sure. According to guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" There's no mention of ads or purchases. So we should lean lower.

But the app is a puzzle game with regular updates; could be monetized via in-app purchases or ads, but not explicit. The scoring guidelines: If signals are clearly positive, prefer upper half of 0.4-0.9 band. When negative, push closer to 0.0-0.2. Avoid speculative middle scores.

We have some positive signals: active updates, new levels, improvements. But no monetization mention. So moderate? The guidelines say ""If uncertain, choose the lower band."" Lower band is 0.00-0.29. But we might consider 0.30-0.59 as moderate/very good if could be pushed for ads but has limitations or lacks explicit monetization. That seems appropriate: moderate.

But we need to decide a numeric score within that band. The guidelines say ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" But here signals not clearly positive; no monetization mention. So maybe choose lower band 0.00-0.29? But also we have some updates and new levels, which indicates active development. That might push to moderate.

Let's examine reference scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. 0.30–0.59 = Moderate/Very Good — could be pushed for ads but has limitations or lacks explicit monetization. 0.00–0.29 = Poor — offline, deprecated, sunset, or otherwise unsuitable.

Our app is not offline; it's active. So not poor. It's likely moderate. So choose a score in 0.30-0.59. Let's pick maybe 0.45? But guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" Not clear positive. So we might choose lower end of moderate: maybe 0.35 or 0.40.

But also ""Avoid speculative middle scores — prefer confident extremes when cues are explicit."" We have no explicit monetization; so we should not pick a high extreme like 0.90. But we can still pick something like 0.30? That is the lower bound of moderate. But maybe 0.35 to show some positive updates.

Let's think: The app has new levels, improvements, bug fixes. That's good for engagement. So maybe 0.45? But guidelines say ""When signals are clearly positive, prefer upper half of 0.4-0.9 band."" Are the signals clearly positive? Not necessarily; but there is some positive sign. I'd lean moderate-high: 0.55? But that might be too high.

Let's examine other examples: The example for Photo Editor Pro had final update and shift to new projects, score 0.25 (poor). For multiplayer battle arena with server consolidation, score 0.20. For classic game with legacy support ending, 0.19. For Fantasy RPG Adventure under extended maintenance, 0.18. So those are low.

For TimeTree - Calendar Sharing example: description says ""A great calendar app with 65M users worldwide."" Updates: bug fixes and improvements, new features added, performance optimization. Score 0.45. That is moderate. They had no explicit monetization mention but still got 0.45 because of active updates and large user base.

For Social Chat App migrating to new platform, score 0.22 (low). For Woodoku: 0.65 (excellent) due to presumably active monetization? The description didn't mention monetization either, but maybe the app is known for ads or in-app purchases. But they gave high score because of updates and maybe large user base.

So we need to decide based on available info. Words of Wonders: no mention of user base size. Only one update note. So maybe moderate lower end: 0.35? Let's choose 0.35.

But guidelines: ""If uncertain, choose the lower band."" Lower band is 0.00-0.29. But we think it's not poor; but uncertain about monetization. The lower band might be too low. But we can still pick moderate 0.30-0.59. Let's pick 0.40.

Let's decide: Score 0.40. That seems safe.

Now produce output line: [1369521645, 0.40]

But need t. 0.40 is fine.

Thus final answer: [1369521645, 0.40][1369521645, 0.40]"
1445691600,0.55,"We need to produce score. Evaluate: App is a free game, likely monetized via ads? Description says ""free game"". No mention of monetization or in-app purchases. Updates show performance improvements. No mention of termination. So moderate potential. According to scale 0.30-0.59 moderate/very good. We should choose maybe 0.45? But guidelines: When signals are clearly positive, prefer upper half of 0.4–0.9 band. Here signals not strongly positive; but it's active updates and free game likely ad-supported. I'd give 0.55? But we must be deterministic. Let's analyze: It's a puzzle game with many images, free. Likely monetized via ads. No mention of termination. So moderate to good. Score maybe 0.60? But 0.60 is excellent threshold. Might be borderline. I think 0.55.

Let's produce [1445691600, 0.55] rounded two decimals. Ensure formatting.[1445691600, 0.55]"
1601511059,0.83,"We need to produce score. Evaluate: Gem Stack 13+ hyper-casual runner, description indicates active game. Updates show many updates with new features and bug fixes. No mention of termination or migration. So likely monetized/ad-friendly. Score high maybe 0.75? But guidelines: if signals positive, prefer upper half of 0.4-0.9 band. Actually reference scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. So we can give 0.80 maybe. Let's choose 0.82? But need two decimal places. Let's pick 0.83. Provide output line.

Check ID: given 1601511059. Output [1601511059, 0.83] . Ensure formatting exactly.[1601511059, 0.83]"
1176935129,0.35,"We need to score. App: DAILY NOTE - 一日単位のノート 4+. Description: ""今日の日記を書く [ DAILY NOTE 機能 ] ● 簡単に、すぐ書ける"". Updates: bug fixes, performance improvements. No mention of monetization or social features. It's a note app. Likely not heavily monetized. But it's active? Not sure if discontinued. No termination signals. So moderate? The description is minimal. There's no mention of ads. Could be free. Score maybe 0.30-0.59. According to guidelines: If uncertain, choose lower band. But we have some activity (updates). It's not terminated. So moderate but low. I'd give 0.35.  0.35.

Return line: [1176935129, 0.35][1176935129, 0.35]"
398129933,0.88,"We need to produce score. Let's analyze.

App: 電卓₊ 4+ (Calculator plus). Description says it's top calculator app, 2 billion downloads? Actually ""2億以上"" = over 200 million downloads and 3 million 5-star ratings. It's active, large user base. Updates show many features added: unit converter, currency converter, split view, history filter, favorites, accessibility improvements, push notifications, memory bank, running total. Frequent updates, new features. No mention of termination or migration. So high monetization potential? It's a calculator app; may have ads or in-app purchases? Not explicit but likely ad-friendly due to large user base and frequent updates. Score should be high: 0.60-1.00 range. According to tuning rules: when signals clearly positive, prefer upper half of 0.4–0.9 band. But we can go into 0.6-1.0. Since it's active, many features, likely monetizable. I'd give maybe 0.85? Let's think.

We need deterministic mapping. There's no rule for exact numeric mapping; we just choose a score that fits guidelines. The description indicates strong engagement and frequent updates. So high score. I will set 0.88 maybe. But rounding to two decimals: 0.88.

Let's produce output line: [398129933, 0.88] Ensure formatting exactly.

Check if ID is provided: yes ID: 398129933. Good.

Return only bracketed line.[398129933, 0.88]"
911793120,0.75,"We need to produce score. Evaluate availability: description says game, no mention of termination or migration. Updates show new adventure mode added. So active development. Monetization? Not explicit but likely ad-friendly. Score high moderate. According to scale 0.60-1.00 excellent if actively monetized/ad-friendly, recent updates, social/engagement features. There is friend play mention. So score maybe 0.75. Let's output [911793120, 0.75].
[911793120, 0.75]"
1522840765,0.45,"We need to produce score. Let's analyze.

App: 間違い探し、すべての違いを見つける 4+ (Find the Differences). Description: It's a puzzle game, no mention of monetization or ads. Updates: bug fixes and performance improvements. No mention of termination or migration. So service is active. Monetization? Not explicit. But typical puzzle games may have in-app purchases or ads. However we cannot assume unless explicitly mentioned. The description doesn't mention any monetization features. So moderate/very good? According to scale, 0.30-0.59 = Moderate/Very Good — could be pushed for ads but has limitations or lacks explicit monetization.

But also the app is active with updates. No termination signals. So we can give a moderate score maybe around 0.45? But guidelines: ""When signals are clearly positive, prefer upper half of 0.4–0.9 band."" Positive signals: active service, recent update. Not explicit monetization but typical puzzle game may have ads. We might lean higher within 0.4-0.9 band. Maybe 0.65? But we must be careful not to overestimate.

Let's examine the description: ""Find the Differences is a classic relaxing game worldwide. Simple and intuitive."" No mention of in-app purchases or ads. The update only mentions bug fixes. So no explicit monetization. According to guidelines, if uncertain, choose lower band. But there are positive signals: active service, updates. But not explicit monetization. So maybe 0.35? But guidelines say ""When signals are clearly negative, push score closer to 0.0–0.2."" Not negative. So moderate.

We need to decide a numeric value between 0.30-0.59. Let's choose 0.45 or 0.48. The example for TimeTree had 0.45 with active service but no explicit monetization? Actually TimeTree description: ""A great calendar app with 65M users worldwide."" Updates: bug fixes, new features added, performance optimization. No mention of monetization. Score 0.45. So similar scenario. So we can use 0.45.

Thus output line: [1522840765, 0.45] Let's produce that.[1522840765, 0.45]"
1351168404,0.88,"We need to produce score for Among Us! 9+. Evaluate: description says game of teamwork and betrayal, online multiplayer. Updates show frequent updates with cosmetics, new features, bug fixes, etc. No mention of termination or migration. Active monetization? In-game store with Beans (in-app currency). So high potential. Score likely in excellent range 0.60-1.00. According to tuning: positive signals -> upper half of 0.4–0.9 band. But we can push higher because it's active, frequent updates, social features, monetization via cosmetics. So maybe 0.85? Let's consider guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" That means between 0.7-0.9. But we can also go above 0.9 if extremely good? The scale says 0.60–1.00 = Excellent. So we can choose maybe 0.92. But need to be deterministic: compute rational score then round. We don't have formula, but we can decide.

Given the app is active, monetized, frequent updates, social features, no termination. Score high. I'd set 0.93? Let's pick 0.94. Let's choose 0.92 maybe safe. But guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" That suggests not exceed 0.9? Actually upper half of 0.4-0.9 is 0.7-0.9. So we should choose within that range. But also reference scale says 0.60-1.00 = Excellent. So maybe we can set 0.88. Let's pick 0.88.

Thus output: [1351168404, 0.88] Ensure two decimals. Done.[1351168404, 0.88]"
406889139,0.8,"We need to produce score. Evaluate: Coin Master is a popular mobile game with monetization via in-app purchases, ads? It's active. Description indicates features, social integration (Facebook). Updates mention improvements. No termination or migration. So high potential. Score maybe 0.75-0.85. According to scale: 0.60–1.00 = Excellent. Use upper half of band if positive signals. So maybe 0.80. Round two decimals. Output line: [406889139, 0.80][406889139, 0.80]"
1158967485,0.9,"We need to produce score. Evaluate app: Hero Wars Alliance, an idle RPG 13+. Description: hero battle etc. Updates: many updates with new skins, heroes, content. No mention of termination or migration. Frequent updates, active engagement features (skins, new heroes). Likely monetization via in-app purchases for skins, etc. So high score >0.6 maybe 0.75? But we must consider guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" Upper half of 0.4-0.9 is 0.7-0.9. So choose something like 0.85? But also not too high if uncertain. The app seems active with many updates. I'd give 0.88 maybe.

But we must be deterministic: compute rational score? We can approximate: positive signals: frequent updates, new content, likely monetization. No negative signals. So high. Let's choose 0.90? But guidelines say upper half of 0.4-0.9 band (0.7-0.9). 0.90 is at boundary but still within 0.9. It's okay.

But we mus. So [1158967485, 0.90].

Let's output that.[1158967485, 0.90]"
1626000099,0.25,"We need to score. App: 2択で育成ゲーム 13+. Description says ""全ての問題が完全無料プレイです！"" meaning fully free play, no monetization? It is a quiz game with choices; maybe ad-friendly? But description doesn't mention ads or in-app purchases. Updates are minor bug fixes. No mention of termination or migration. So availability is fine. Monetization evidence: none explicit. It's free but could have ads. The scoring guidelines: If signals clearly positive, prefer upper half of 0.4-0.9 band. But we don't see clear monetization. We might consider moderate/very good? But no explicit monetization or engagement features like social sharing. So maybe lower end of moderate? Score around 0.35? The rule says: ""If uncertain, choose the lower band."" Lower band is 0.00-0.29. But we have some positive signals: active updates (though minor). It's free but could be monetized via ads. But no explicit mention. I'd lean to moderate/very good? Actually guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" So we cannot assume ads. So maybe score low because no monetization evidence. Also no social features. So likely 0.20-0.29. Let's choose 0.22. But earlier examples for similar free apps with no monetization? None given. The example ""Fantasy RPG Adventure"" had maintenance, so low. ""Social Chat App"" migrating, low. ""Photo Editor Pro"" final update, low. ""Multiplayer Battle Arena"" server consolidation, low. So free game with no ads might be moderate? But guidelines: ""If signals are clearly positive, prefer upper half of 0.4-0.9 band."" Not the case. ""When signals are clearly negative, push score closer to 0.0–0.2."" Not negative. ""Avoid speculative middle scores — prefer confident extremes when cues are explicit."" We have no explicit monetization or termination. So uncertain. Choose lower band? I'd choose 0.25 maybe. But we need deterministic mapping: compute rational score then round. Let's decide 0.30? But guidelines say if uncertain, choose lower band. Lower band is 0.00-0.29. So pick something like 0.20 or 0.25. I'll go with 0.22 as earlier example for similar scenario? The example ""Social Chat App"" had migration and low score 0.22. But that app had termination signals. Our app has no termination, but still no monetization. I'd maybe give slightly higher: 0.30? But that's at boundary of lower band. Let's choose 0.28 to be safe. But guidelines: ""If uncertain, choose the lower band."" So any value in 0-0.29 is fine. I'll pick 0.25.  0.25.

Thus output line: [1626000099, 0.25][1626000099, 0.25]"
1613630434,0.7,"We need to produce score. Evaluate: App is a game? It's about judgments, maybe interactive story. Description: ""あなたの判決で、未来が変わる新感覚アプリ！"" It's likely a casual game with some monetization potential. No mention of termination or migration. Updates show minor bug fixes and content addition. So it's active. Score moderate to high? According to scale, 0.60-1.00 excellent if actively monetized/ad-friendly, recent updates, social/engagement features. We don't see explicit monetization but likely has in-app purchases or ads. It's a game with content updates. I'd give 0.70 maybe. But we need deterministic mapping: no random. Use reasoning: active, minor updates, content addition. Score 0.65? Let's choose 0.68? The guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" So between 0.6-0.9. I'd pick 0.75 maybe. But we need to be deterministic; no speculation. I think 0.70 is safe.

Thus output line: [1613630434, 0.70] with two decimals. Let's round half-up. 0.70. Output exactly one line.[1613630434, 0.70]"
1356498432,0.75,"We need to score. Description: game with features, likely monetized? No mention of termination or migration. Updates only bug fix. So moderate/very good? But no explicit monetization signals. It's a typical idle game; likely has ads/in-app purchases. Score maybe 0.45? But guidelines: if positive signals, prefer upper half of 0.4-0.9 band. Positive: active engagement features, but updates minimal. No termination. So moderate. I'd choose 0.55? Wait reference scale: 0.60–1.00 excellent; 0.30–0.59 moderate/very good. We want upper half of 0.4-0.9 band if positive signals. Upper half of 0.4-0.9 is 0.7-0.9? Actually 0.4-0.9 band: lower half 0.4-0.65, upper half 0.65-0.9. But we are in moderate/very good range 0.30-0.59. So maybe choose 0.55? But guidelines say ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" That suggests if positive, push to 0.7+. But our score is in moderate/very good range; but we could still assign 0.70? But that would be excellent per scale. Is it justified? The app seems active, likely monetized. No termination. So maybe 0.75. Let's decide: Score 0.75.

Return line: [1356498432, 0.75][1356498432, 0.75]"
1113270962,0.85,"We need to score. App is ""みんなのオセロ【公式】オンライン対戦も遊べるオセロ対戦ゲーム 4+"".

Description: free official Othello app, single and two-player, computer, online, friend battles. So active game with multiplayer features. Updates show many improvements, new features like login bonus, daily missions, new board pieces, AI best move, multilingual support, etc. No mention of termination or migration. So it's actively maintained.

Thus high score: 0.65-0.90? According to scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. This app has multiplayer and daily missions, likely ad revenue. So we can give maybe 0.75 or 0.80.

We should consider if there's any negative signals: none. So high score. According to bias: when signals clearly positive, prefer upper half of 0.4–0.9 band. But we are in 0.60-1.00 band. We can choose maybe 0.85? Let's pick 0.85.

 0.85.

Output line: [1113270962, 0.85][1113270962, 0.85]"
1565374299,0.48,"We need to produce score. Evaluate availability: description says ""play now"" etc, no mention of termination or migration. Updates show bug fixes only. No monetization info. So moderate? But no explicit monetization. According to scale: 0.30-0.59 moderate/very good if could be pushed for ads but lacks explicit monetization. So maybe 0.45? But we should consider that it's a game, likely ad-friendly. But no mention of updates frequency or social features. It's just bug fixes. I'd lean lower moderate: 0.35? The guidelines: ""When signals are clearly positive, prefer upper half of 0.4-0.9 band."" Are there positive signals? It's an active app with updates. So maybe 0.55? But no monetization mention. However games often have ads. I'd choose 0.50? Let's decide.

We need deterministic mapping: we can compute rational score but not defined. We'll just pick a number within moderate range. I'll choose 0.48.  0.48.

Output line: [1565374299, 0.48][1565374299, 0.48]"
1444585201,0.68,"We need to produce score for this app. Let's analyze.

App: オンラインでの5つの違い 4+ (Japanese). Subtitle: 間違い探し (Find the difference). Description: It's a puzzle game with multiple difficulty levels, etc. Updates: Many updates listed, including bug fixes, new features like league tournament, Blitz events, Mega Booster, Magic Hat, unique events, etc. So it's actively updated, many features, social/engagement? There is mention of ""players compete"" and ""team events"", ""invite friends"". That suggests engagement features.

No mention of monetization explicitly (ads or in-app purchases). But presence of events, boosters, hats might imply in-app purchases or ads. However we cannot assume monetization unless explicit. The description doesn't mention ads or purchases. But the updates show many new features and events, which indicates active development and likely monetizable.

We need to score between 0-1. According to reference scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. 0.30–0.59 moderate. 0.00–0.29 poor.

Given the app is active with many updates and engagement features, but no explicit mention of monetization. However we can infer that events like boosters might be purchasable or ad-based. But we should not assume unless clear. The guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" Are there any hints? They mention ""new features"" and ""unlock"" but no purchase mention. Could be free with ads.

Given the presence of many updates, it's likely still active. So moderate to high score. Since we can't confirm monetization, maybe 0.65? But guidelines: If signals are clearly positive, prefer upper half of 0.4–0.9 band. Here signals are positive (active updates, engagement). So choose higher end of 0.6-0.9. I'd pick 0.75.

But we must consider that no explicit monetization mention might push to lower band? The guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" Are there any implied features like boosters that could be paid? They say ""Mega Booster"" and ""Magic Hat"" but not explicitly purchasable. Could be free.

Thus we should maybe score moderate, 0.55-0.59. But guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" The signals are positive (active updates). So choose upper half of 0.4-0.9 => 0.7+. I'd pick 0.70.

But we also consider that no explicit monetization might push to lower band, but still active. I think 0.68 maybe.

Let's decide: Score 0.68.

We need two decimal places. So [1444585201, 0.68].

Check rounding: 0.68 is fine.

Return only bracketed line.[1444585201, 0.68]"
1167353018,0.88,"We need to produce score. Let's analyze.

App: 将棋アプリ 百鍛将棋 9+ (Shogi app). Description says free online shogi, AI, puzzles, beginner friendly. Updates show many updates with new features, events, premium membership icons, etc. No mention of termination or migration. So availability is good. Monetization? There's mention of ""プレミアム会員アイコンの設置"" (premium member icon). Also ""期間限定セール"" (limited time sale), ""商品の追加"" (product addition). So there are monetization features: premium membership, sales, product additions. Frequent updates show active development. Social/engagement? Events, avatars, etc. So high potential.

Score likely in 0.60-1.00 range. According to tuning rules: when signals clearly positive, prefer upper half of 0.4–0.9 band. But we can go above 0.9 maybe if extremely good. But not necessarily top-tier. I'd give 0.85? Let's think.

We have active monetization features (premium membership, sales). Frequent updates show ongoing engagement. No mention of termination or migration. So high potential. Score maybe 0.88.

But we need to be deterministic: compute rational score? We can approximate: base 0.6 for active app. Add +0.2 for monetization features. Add +0.1 for frequent updates. That gives 0.9. But we might cap at 1.0. So maybe 0.90.

But the tuning rule says prefer upper half of 0.4-0.9 band when signals positive. Upper half of that is 0.7-0.9. We can choose near top: 0.88 or 0.89. Let's pick 0.88.

Let's produce output line: [1167353018, 0.88]

But we need two decimal places. So 0.88.

Return only bracketed line.[1167353018, 0.88]"
1552662612,0.55,"We need to produce score. Let's analyze.

App: ナンプレ＆スピードくじ　ギフト券が当たる 16+
Subtitle: ... free app with Amazon gift cards via speed lottery, no registration required.
Description: Classic Sudoku puzzle with instant Amazon gift card prize; free; daily chance; no account needed. So it's a free game that offers prizes. Monetization? Possibly through in-app ads or maybe the prize is funded by sponsors. But description doesn't mention ads. It says ""free app"" and ""no registration"". Could be ad-supported. The presence of Amazon gift cards suggests some partnership, but not necessarily monetized via ads.

Updates: minor changes, AI-level problems added, etc. Frequent updates? 8 items. Not huge but some content updates.

We need to evaluate availability/service status: no mention of termination or migration. So service is active.

Monetization/engagement evidence: It's a free game with daily prize; likely ad-supported. But not explicit. The presence of ""Amazon gift cards"" might be a monetization channel, but it's unclear if the app itself generates revenue via ads or in-app purchases. There's no mention of in-app purchases or subscription.

Given guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" Here, Amazon gift card prize could imply some partnership; but not explicit about ads. But we can infer that to give away prizes, they might have sponsorship or ad revenue. However, the description says ""free app"" and no registration. That suggests maybe ad-supported.

But guidelines: ""When signals are clearly positive, prefer upper half of 0.4–0.9 band."" Are there clear positive signals? The app is active, has updates, offers daily prizes, free. But no explicit monetization mention. So moderate evidence.

We need to decide score between 0.30-0.59 maybe. Let's analyze more: The app seems to be a puzzle game with daily lottery; likely ad-supported. Many such games rely on ads for revenue. The description doesn't mention in-app purchases or subscription, but that is typical for free puzzle games. So we can consider moderate monetization potential.

Also the presence of ""Amazon gift cards"" might attract users and keep them engaged, which could increase ad impressions. So maybe a bit higher than 0.30-0.59? But guidelines: ""When signals are clearly positive, prefer upper half of 0.4–0.9 band."" Are signals clearly positive? The app is active, has updates, offers prizes, free. That seems positive.

But we must be careful not to overestimate. Score maybe around 0.55 or 0.60? But the reference scale: 0.60-1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. This app has daily prizes and updates but no explicit mention of ads or social features. So maybe not ""excellent"". 0.30-0.59 moderate.

Thus choose a score in that band, maybe 0.55? But guidelines: ""When signals are clearly positive, prefer upper half of the 0.4–0.9 band."" That would be 0.7-0.9. But is it clearly positive? The app has daily prizes and updates; but no explicit monetization. Might not be ""clearly positive"" enough to push to high end.

We need to decide. Let's examine the description: ""クラシックなナンプレ（数独パズル）に、Amazonギフト券がその場で当たるスピードくじ型が付いた完全無料のアプリです。 チャンスは毎日、ナンプレ（数独パズル）を解いてスピードくじにチャレンジしませんか？ 会員登録やメールアドレス登録などは一切不要です。"" So it's free, no registration. That suggests ad-supported or maybe sponsor-based. But not explicit.

The updates: ""人工知能級の問題を追加しました"" etc. Frequent content updates. Good for engagement.

Thus moderate to high potential? I'd lean 0.55-0.60. But guidelines: ""When signals are clearly positive, prefer upper half of the 0.4–0.9 band."" Are they clearly positive? The app is active and has daily prizes; that could be considered a strong engagement feature. So maybe push to 0.65? But we must not overstate.

Let's consider typical puzzle games with daily prize: They often rely on ads for revenue, but also may have in-app purchases for extra features or remove ads. The description doesn't mention any of those. So monetization potential is moderate.

Thus I'd assign 0.55 maybe. But guidelines: ""If uncertain, choose the lower band."" Uncertainty? There's some uncertainty about monetization. So we might choose lower band (0.30-0.59). Within that, maybe 0.45 or 0.50. But we also have positive signals: daily prizes and updates. That pushes to upper half of moderate band? The moderate band is 0.30-0.59; upper half would be 0.45-0.59. So maybe 0.55.

Thus final score: 0.55.

Let's  0.55.

Output line: [1552662612, 0.55][1552662612, 0.55]"
